component,terminal_id,temperature,timestamp
GPU,9,57.7,2017-03-04 05:40:33
Monitor,15,85.0,2017-03-06 09:47:27
Battery,1,47.8,2016-05-16 02:11:56
USB,18,74.8,2017-03-02 04:02:16
GPU,8,42.4,2016-11-07 06:25:57
GPU,5,86.2,2017-01-24 12:26:56
Battery,11,46.2,2017-01-23 23:04:43
CPU,10,77.9,2016-09-18 09:44:01
CPU,6,55.5,2016-07-07 03:51:07
CPU,14,82.7,2016-07-13 04:17:06
Monitor,15,67.4,2016-11-13 21:50:54
CPU,14,91.3,2016-04-30 02:46:15
GPU,9,88.3,2016-10-01 14:32:34
USB,9,94.3,2016-04-01 01:53:56
Monitor,2,88.9,2016-08-14 03:27:49
Monitor,3,84.4,2017-02-15 23:00:54
USB,19,68.3,2016-03-13 09:32:06
Monitor,20,64.7,2016-07-29 17:20:48
Battery,4,93.6,2016-11-05 10:54:38
Monitor,17,40.5,2016-06-23 19:51:53
USB,14,44.7,2017-03-02 18:09:10
CPU,8,61.5,2016-09-12 18:54:09
CPU,18,40.2,2016-09-10 05:45:51
GPU,14,50.3,2017-01-05 08:10:36
CPU,14,54.3,2016-08-01 06:48:11
Battery,1,94.0,2016-11-08 08:34:57
USB,6,71.6,2017-02-07 03:26:54
GPU,4,83.4,2016-08-27 05:49:52
CPU,19,52.4,2016-12-13 04:15:17
CPU,5,85.5,2016-03-26 06:15:54
CPU,5,80.5,2016-04-20 08:58:35
Battery,4,94.2,2017-03-08 15:04:05
GPU,7,67.1,2016-05-15 12:02:18
USB,13,72.9,2016-04-07 12:08:48
GPU,6,57.8,2016-08-06 12:46:12
Battery,11,70.6,2017-02-14 13:08:43
Monitor,2,60.3,2016-11-28 08:04:43
GPU,17,86.1,2017-01-19 10:47:12
GPU,4,83.4,2016-12-23 11:32:58
Battery,9,95.0,2016-05-10 08:59:54
USB,3,62.7,2016-11-23 15:20:28
Monitor,18,40.5,2017-02-09 01:34:43
CPU,10,74.4,2017-01-31 12:47:17
USB,18,46.9,2017-02-25 23:12:26
GPU,9,94.9,2016-07-16 06:37:13
Monitor,12,49.7,2016-09-01 10:18:47
GPU,5,47.7,2016-10-21 04:39:34
GPU,10,82.2,2016-10-31 00:03:40
Monitor,13,62.0,2017-01-14 07:23:10
USB,16,95.3,2016-05-03 12:46:13
Battery,6,73.5,2016-09-11 15:16:38
Monitor,4,71.2,2017-02-08 15:55:00
Monitor,13,40.9,2017-03-11 15:16:17
CPU,10,69.2,2016-12-15 10:19:57
GPU,8,96.3,2017-01-01 06:59:36
CPU,8,73.7,2016-04-07 20:35:13
CPU,4,74.3,2016-03-09 10:51:03
Monitor,20,92.0,2016-04-10 11:10:42
CPU,5,57.5,2016-10-18 06:55:34
GPU,16,97.8,2016-04-02 04:17:40
USB,9,80.0,2016-07-31 08:47:48
USB,18,97.3,2017-01-04 12:52:14
Monitor,1,86.4,2016-06-19 00:59:36
USB,16,79.5,2016-10-14 16:27:01
CPU,10,48.3,2017-03-10 19:43:41
Battery,13,72.3,2016-03-06 18:56:56
GPU,11,79.7,2016-10-28 15:05:02
USB,5,57.2,2016-05-28 03:35:08
Battery,9,82.7,2016-08-31 01:00:45
Battery,5,63.9,2016-08-07 06:28:36
USB,1,84.6,2016-09-15 22:21:46
Battery,17,40.8,2016-05-19 01:10:44
GPU,12,44.7,2016-12-04 15:58:19
USB,16,97.2,2016-10-06 04:28:29
Monitor,18,63.6,2016-05-26 18:56:58
USB,14,85.8,2017-02-27 03:23:26
CPU,15,88.2,2016-11-24 12:18:55
CPU,6,47.0,2017-03-07 02:20:54
GPU,15,59.1,2016-05-13 02:39:35
Battery,12,94.4,2016-11-22 14:36:30
Monitor,18,61.3,2016-05-05 22:04:56
Battery,4,65.2,2016-11-05 00:55:14
USB,6,70.0,2016-10-15 20:44:13
CPU,16,46.7,2016-11-25 12:50:40
Monitor,4,65.8,2016-04-18 04:15:34
GPU,6,66.5,2016-10-27 21:36:39
USB,4,75.3,2016-10-28 15:02:15
USB,13,58.7,2016-08-10 23:50:47
GPU,14,40.9,2016-12-31 18:59:09
GPU,12,65.3,2017-01-27 18:00:26
USB,3,77.2,2016-05-03 06:26:50
GPU,8,51.1,2016-09-09 18:14:33
CPU,8,93.2,2016-05-18 21:38:48
GPU,5,61.3,2016-09-09 10:48:59
Monitor,4,78.3,2016-06-19 03:00:11
Monitor,1,53.5,2016-07-31 15:01:56
USB,3,94.0,2016-03-16 05:33:16
CPU,19,71.9,2016-03-19 23:37:06
GPU,9,75.6,2016-04-16 16:16:12
USB,3,41.2,2016-07-14 18:44:45
USB,16,96.9,2016-12-18 18:05:30
Monitor,2,75.4,2017-01-23 08:52:10
CPU,17,95.4,2016-06-09 00:07:24
Battery,12,73.6,2016-06-11 01:35:56
USB,20,74.6,2016-10-07 19:03:06
Monitor,16,50.5,2016-09-07 04:17:21
USB,16,68.6,2016-05-15 11:43:56
Monitor,2,82.5,2017-01-08 12:41:41
GPU,19,96.1,2016-05-09 11:51:13
Monitor,17,67.6,2016-03-27 21:39:32
CPU,15,60.6,2016-05-29 13:33:19
GPU,14,96.4,2017-02-07 01:28:38
GPU,15,70.5,2016-07-21 03:56:08
Monitor,1,72.5,2016-05-21 12:26:07
GPU,14,75.2,2017-02-01 08:14:28
GPU,19,60.7,2016-10-05 21:33:43
GPU,6,69.5,2016-05-20 23:17:34
USB,12,40.2,2016-08-01 06:40:21
Battery,5,51.3,2016-07-09 23:37:13
Battery,4,77.0,2016-04-26 12:48:10
GPU,20,93.6,2017-01-22 13:45:08
USB,3,62.8,2017-01-28 23:10:54
Battery,4,60.4,2016-06-10 04:01:08
GPU,7,64.3,2017-02-15 23:12:11
Battery,16,89.3,2016-03-20 10:30:43
USB,9,45.0,2016-03-12 11:21:44
Monitor,14,91.9,2016-11-09 03:56:16
Battery,4,96.7,2016-03-21 19:29:20
Monitor,5,65.8,2017-02-17 17:44:20
GPU,14,96.8,2016-11-30 11:39:45
USB,14,77.7,2016-11-04 21:28:26
Monitor,9,46.1,2016-05-05 00:24:58
USB,7,63.3,2017-03-12 05:56:27
Monitor,1,54.3,2016-10-06 06:01:55
Monitor,8,84.1,2016-11-17 09:10:25
USB,20,85.7,2016-07-14 02:03:27
Battery,3,94.2,2016-12-19 18:07:29
CPU,16,91.4,2016-12-06 15:23:15
Monitor,9,60.5,2016-10-22 03:20:44
Monitor,18,69.4,2016-06-01 17:33:47
USB,6,51.2,2016-09-13 09:02:25
CPU,13,86.8,2016-12-30 02:08:34
GPU,16,52.1,2016-03-05 01:05:32
CPU,1,70.5,2017-02-01 16:20:40
USB,9,58.4,2017-02-22 16:56:40
Battery,11,74.0,2016-06-03 04:29:36
USB,3,78.0,2017-01-25 00:23:58
Battery,8,73.5,2016-03-28 10:02:21
Monitor,2,83.7,2016-06-08 14:59:17
USB,12,58.6,2016-11-21 18:07:34
GPU,17,98.0,2017-03-13 02:34:14
Battery,7,56.1,2017-03-07 18:44:00
GPU,10,99.1,2017-02-12 07:24:30
GPU,16,54.8,2016-03-29 23:06:06
USB,1,57.3,2016-05-16 05:00:39
GPU,16,99.6,2016-11-28 23:04:46
USB,15,47.1,2017-01-12 12:29:19
CPU,14,69.3,2016-05-03 09:28:26
GPU,10,96.8,2016-05-27 16:01:26
GPU,16,62.1,2016-07-05 02:43:28
CPU,19,76.6,2016-06-13 14:03:18
USB,7,74.0,2016-05-03 21:34:29
GPU,9,40.4,2016-09-04 13:21:00
CPU,13,53.9,2016-07-21 01:29:17
Monitor,11,86.3,2016-05-08 01:49:29
CPU,16,45.3,2016-05-27 02:31:48
Monitor,8,81.2,2016-04-18 03:11:16
CPU,7,87.4,2017-01-17 22:06:09
USB,10,65.3,2017-03-06 03:22:45
Battery,4,55.9,2017-01-24 17:18:49
Monitor,20,77.8,2017-01-01 03:30:04
USB,15,50.6,2016-03-23 16:03:55
GPU,3,69.0,2016-10-13 00:13:22
USB,13,53.2,2016-03-05 21:46:52
CPU,2,72.6,2016-08-28 16:30:57
Battery,14,55.8,2016-05-16 23:36:20
CPU,14,84.2,2016-12-23 16:04:45
Battery,8,60.5,2016-10-27 14:56:05
Battery,20,62.8,2016-04-04 13:25:09
USB,8,88.3,2017-01-17 14:13:37
USB,6,74.7,2016-10-03 00:50:54
GPU,11,86.4,2017-01-26 16:40:11
Battery,14,84.9,2016-10-09 01:26:38
USB,19,80.4,2016-06-16 20:45:19
Monitor,13,87.8,2016-09-06 18:44:47
GPU,5,56.4,2017-01-04 02:49:25
Battery,15,40.6,2017-03-14 12:25:06
CPU,15,71.6,2016-06-05 08:11:16
USB,14,53.7,2017-01-25 19:43:34
USB,8,86.7,2016-07-01 05:33:36
CPU,3,85.8,2017-02-17 18:57:12
CPU,14,69.7,2016-11-08 21:47:27
CPU,15,92.8,2016-08-21 13:26:14
GPU,10,73.7,2016-10-02 11:44:49
Battery,14,50.0,2016-12-01 18:41:10
CPU,1,81.2,2016-05-09 15:39:34
USB,16,65.5,2016-06-01 21:42:12
GPU,3,68.0,2016-04-23 23:36:49
Battery,14,61.1,2016-07-29 22:48:09
Monitor,9,63.8,2016-03-18 15:37:37
GPU,20,70.5,2016-09-10 10:42:08
CPU,15,99.7,2016-08-16 23:51:38
USB,15,62.8,2016-09-04 05:56:20
USB,1,40.9,2016-08-26 15:15:41
CPU,17,83.7,2016-06-27 19:45:13
Battery,10,93.5,2017-02-03 06:43:22
CPU,6,49.6,2016-04-27 09:00:06
GPU,17,58.2,2016-08-09 15:53:20
CPU,12,68.2,2016-04-04 07:56:25
CPU,14,70.0,2017-03-08 00:13:59
GPU,7,81.5,2016-12-01 08:23:18
CPU,5,45.5,2017-01-22 21:19:39
GPU,12,44.9,2017-01-30 20:06:43
Monitor,5,88.7,2016-07-20 16:15:33
USB,18,73.2,2016-12-17 13:37:57
Monitor,18,58.8,2016-11-17 15:29:20
Monitor,15,65.3,2017-02-18 18:09:47
GPU,18,64.2,2016-06-01 20:44:15
GPU,1,94.1,2016-09-06 06:56:52
Battery,17,55.0,2016-07-29 03:40:29
Monitor,17,75.2,2016-03-20 18:52:30
Monitor,6,49.4,2016-05-19 17:31:40
CPU,2,67.4,2016-04-30 16:05:13
CPU,1,47.0,2016-12-04 14:19:19
Battery,9,98.0,2016-11-12 06:15:52
Battery,5,97.7,2016-10-13 17:40:46
GPU,2,88.6,2016-11-25 09:23:47
CPU,4,94.1,2016-04-07 06:03:27
USB,19,43.9,2016-10-13 03:41:23
USB,10,51.9,2017-02-26 02:12:30
USB,19,96.8,2016-05-05 23:13:03
USB,13,66.4,2016-07-28 17:57:58
CPU,4,58.5,2016-11-08 07:56:52
Monitor,19,68.4,2016-10-14 18:07:25
USB,6,98.9,2016-03-23 12:41:44
USB,2,88.9,2016-08-11 22:20:47
GPU,15,85.8,2016-12-03 23:46:20
Battery,11,51.3,2016-12-30 15:45:23
GPU,14,70.3,2016-10-13 15:46:18
Monitor,6,61.1,2017-02-18 03:30:10
Battery,2,46.9,2016-03-29 09:23:56
GPU,11,91.6,2016-04-14 07:41:30
GPU,11,44.5,2016-12-03 04:17:08
GPU,13,41.4,2016-05-15 05:07:35
Monitor,5,94.4,2016-10-03 08:40:13
GPU,8,81.1,2016-03-11 23:00:51
GPU,8,51.6,2016-07-13 22:56:25
CPU,6,58.5,2017-02-28 17:27:29
Battery,13,63.0,2016-12-12 00:34:36
CPU,12,69.6,2016-07-20 04:24:41
USB,11,62.5,2016-10-13 22:26:05
Battery,12,85.5,2017-01-23 06:51:29
Monitor,3,83.7,2016-08-27 19:48:40
USB,12,95.5,2017-02-17 19:46:59
Monitor,17,68.5,2016-06-01 13:15:07
GPU,2,74.9,2016-06-26 15:54:34
USB,5,55.3,2016-08-26 09:31:42
USB,8,90.5,2016-09-07 02:26:05
GPU,9,80.1,2016-08-13 17:59:11
CPU,13,81.3,2016-08-22 21:33:16
GPU,4,87.2,2016-05-03 07:14:47
CPU,1,88.4,2016-04-28 10:10:24
Battery,20,48.0,2016-04-18 14:51:32
Monitor,2,69.8,2016-12-28 00:35:16
GPU,12,94.1,2016-04-20 00:55:17
USB,7,73.9,2016-09-09 16:54:01
Battery,1,48.9,2016-11-11 03:33:44
Battery,17,53.6,2016-12-11 14:34:26
USB,20,97.6,2016-03-30 19:03:08
USB,16,86.7,2016-08-28 13:31:17
USB,19,59.4,2016-06-21 19:20:23
Monitor,10,70.7,2016-12-22 10:26:43
GPU,16,76.8,2016-10-02 01:03:25
GPU,4,78.4,2017-02-11 23:14:11
Monitor,7,43.1,2017-02-22 21:55:38
USB,19,62.5,2017-02-22 02:53:10
Monitor,19,46.3,2017-01-31 10:22:35
USB,16,52.3,2016-03-22 09:00:28
Monitor,6,44.5,2016-08-01 14:50:34
CPU,12,66.5,2016-12-26 07:27:46
USB,15,50.4,2016-08-15 09:10:34
GPU,5,91.8,2016-04-15 19:47:10
GPU,3,81.8,2016-04-20 08:14:09
GPU,13,65.0,2016-10-10 12:45:56
Monitor,12,50.4,2016-07-10 02:44:26
USB,10,48.0,2016-09-22 08:56:16
GPU,18,83.4,2017-03-15 21:34:37
GPU,5,80.6,2016-08-20 18:34:29
CPU,10,87.2,2016-06-30 05:24:57
GPU,16,54.9,2016-08-04 21:28:29
USB,7,57.9,2016-10-29 22:20:51
USB,16,75.0,2016-11-14 04:54:40
Battery,12,75.1,2017-01-04 14:11:36
CPU,13,44.5,2016-12-17 13:33:46
Battery,2,51.3,2017-02-09 17:29:10
Battery,11,95.6,2017-01-01 14:54:55
Battery,9,90.9,2016-12-30 15:09:50
CPU,15,54.8,2016-12-10 16:20:57
CPU,10,96.1,2017-03-11 14:27:35
Monitor,17,92.0,2016-03-30 11:10:54
USB,4,89.7,2016-10-22 11:30:06
GPU,5,69.1,2017-03-09 22:32:40
CPU,4,61.9,2017-01-18 22:36:22
CPU,7,64.1,2016-09-05 01:54:02
GPU,2,95.0,2016-09-26 21:39:35
CPU,3,44.5,2016-07-30 12:20:16
GPU,15,60.5,2016-04-01 04:31:53
USB,17,46.2,2016-06-21 10:39:35
CPU,19,47.3,2017-01-19 14:53:10
CPU,7,60.6,2017-02-09 10:04:29
Battery,20,43.7,2016-03-23 13:08:52
USB,9,88.8,2016-09-17 00:54:18
Monitor,6,65.7,2017-01-22 05:26:32
USB,14,40.6,2016-07-09 15:36:08
CPU,14,66.6,2017-03-12 10:38:14
Battery,4,80.5,2016-06-10 12:00:43
Monitor,11,66.3,2016-05-25 04:03:41
Battery,20,79.9,2016-07-08 18:45:50
Battery,15,83.4,2016-11-21 09:12:38
USB,20,75.3,2017-01-02 13:39:26
Monitor,3,42.2,2016-06-21 23:39:08
Battery,20,74.3,2016-09-29 19:44:48
CPU,15,79.2,2016-09-25 23:04:46
Battery,3,62.1,2016-09-07 15:22:39
Monitor,10,84.6,2016-07-30 02:03:26
Battery,11,90.1,2016-12-24 13:53:47
USB,16,51.9,2016-11-25 06:08:29
Monitor,19,83.7,2016-03-11 17:59:35
GPU,18,58.8,2017-02-01 16:04:23
Monitor,7,74.9,2016-03-11 05:00:46
GPU,20,44.5,2016-12-16 17:29:20
CPU,16,61.0,2016-05-01 14:20:21
CPU,16,77.2,2016-10-16 07:54:14
CPU,10,99.8,2017-01-16 00:57:24
CPU,12,96.1,2016-12-28 06:14:58
CPU,1,61.2,2016-05-27 15:40:55
CPU,14,45.0,2016-05-29 09:00:04
Monitor,7,67.7,2017-02-16 01:18:06
Battery,7,73.5,2016-04-07 22:11:50
GPU,19,54.4,2016-06-26 14:49:08
Battery,9,60.6,2016-08-02 19:52:45
Battery,7,51.5,2017-02-03 05:03:36
GPU,8,59.5,2016-03-25 09:07:38
CPU,19,62.2,2016-08-06 07:26:40
Battery,17,87.5,2016-11-01 13:55:15
USB,3,68.5,2016-09-09 08:50:14
GPU,19,52.9,2016-09-02 00:49:55
Battery,9,51.6,2016-11-05 06:10:29
CPU,6,87.4,2016-04-02 03:23:15
USB,7,85.3,2016-03-07 03:49:23
CPU,11,80.2,2017-02-16 06:53:05
Battery,20,90.2,2016-06-02 00:56:02
Battery,4,40.8,2017-01-16 06:41:34
CPU,12,95.8,2016-07-04 08:49:18
USB,18,47.0,2016-06-11 21:25:07
Battery,14,95.7,2016-05-23 00:04:41
Monitor,15,80.3,2016-03-02 21:02:17
CPU,7,81.0,2016-10-31 00:04:17
Monitor,9,77.4,2017-02-22 07:01:53
Battery,10,97.7,2016-12-22 06:44:32
Battery,12,87.3,2016-11-08 09:29:21
USB,6,75.2,2016-09-12 06:32:00
Battery,2,52.2,2016-08-11 09:07:46
Battery,4,48.4,2016-03-08 02:21:14
Monitor,3,79.8,2016-08-13 09:35:21
Battery,10,99.8,2016-12-11 03:36:32
CPU,20,41.8,2017-01-16 05:47:05
USB,18,48.0,2016-10-26 09:53:41
GPU,2,54.9,2016-09-27 19:28:39
USB,20,65.7,2016-11-03 16:20:05
Monitor,5,75.8,2017-03-15 06:19:27
CPU,1,54.0,2016-03-20 10:03:51
GPU,16,87.2,2017-01-02 13:12:30
CPU,1,61.9,2016-11-27 21:42:03
Monitor,16,95.2,2016-07-19 23:04:41
GPU,1,78.7,2016-06-13 03:52:14
USB,16,83.4,2016-08-06 12:19:16
GPU,13,93.6,2016-05-20 08:11:47
GPU,5,60.2,2016-09-12 10:27:20
Monitor,14,55.3,2017-01-23 18:50:05
Monitor,7,70.7,2017-01-31 12:58:34
Monitor,10,74.0,2016-08-18 01:03:53
Monitor,1,68.9,2016-10-29 23:35:31
Monitor,4,86.4,2016-08-06 07:46:34
Battery,5,63.7,2016-05-13 03:48:30
CPU,15,73.6,2016-05-29 20:15:46
USB,7,76.8,2017-02-13 07:34:47
Monitor,16,86.3,2017-02-21 03:29:49
GPU,14,88.8,2016-06-07 01:34:18
USB,14,63.2,2016-05-18 05:41:46
USB,3,56.1,2016-12-01 18:50:56
USB,16,80.0,2017-03-01 08:24:49
Battery,9,58.0,2016-04-13 16:29:07
GPU,15,75.9,2016-05-14 16:10:00
GPU,8,88.5,2016-10-23 21:55:59
Battery,14,93.3,2017-02-19 21:57:22
GPU,19,41.0,2016-05-10 12:14:26
USB,7,70.8,2016-12-22 00:43:57
Monitor,18,46.2,2016-12-21 23:54:51
Battery,14,64.6,2016-07-06 10:52:17
CPU,11,42.0,2016-10-23 17:18:05
GPU,19,50.8,2016-04-03 07:49:10
CPU,5,64.0,2017-03-04 19:20:42
Monitor,6,41.9,2016-11-30 02:58:46
USB,11,56.7,2016-06-23 09:16:11
USB,5,51.9,2016-03-26 22:53:28
Monitor,13,73.7,2016-10-14 20:55:48
CPU,18,41.6,2016-11-26 13:32:23
GPU,10,98.3,2016-09-25 08:18:39
USB,14,40.5,2016-04-13 02:00:19
GPU,16,44.1,2016-12-10 09:39:47
Monitor,5,47.1,2016-05-24 13:05:16
USB,13,79.8,2017-02-11 08:13:02
CPU,15,81.8,2016-03-17 17:51:59
USB,19,86.9,2017-02-23 06:43:16
USB,15,63.1,2016-06-12 05:33:54
CPU,19,60.0,2016-07-11 20:27:07
CPU,13,76.3,2016-05-15 16:28:32
USB,11,57.4,2016-05-17 19:12:10
Battery,7,47.7,2016-11-24 15:06:14
USB,11,64.5,2017-01-07 09:27:30
Monitor,16,40.6,2016-06-10 18:10:16
GPU,2,60.3,2016-12-02 11:59:03
USB,16,82.4,2016-05-06 21:10:18
Battery,6,58.5,2017-01-21 17:50:52
CPU,19,74.4,2017-03-10 21:20:45
Battery,5,82.2,2017-02-04 14:38:55
CPU,9,57.2,2017-01-11 20:19:38
GPU,3,89.6,2016-09-07 16:51:16
Monitor,2,87.0,2016-09-18 17:10:34
CPU,20,93.5,2017-01-01 07:42:00
GPU,7,56.9,2016-10-11 04:41:05
GPU,20,47.2,2016-11-26 08:08:04
Battery,8,81.0,2016-09-03 16:19:07
GPU,15,91.1,2016-12-28 08:56:54
Battery,8,56.7,2016-08-17 00:52:46
Battery,16,85.6,2016-07-26 10:47:51
Monitor,4,74.2,2016-09-05 01:49:14
GPU,16,83.0,2016-05-25 04:11:29
GPU,19,44.2,2016-08-06 13:36:47
GPU,4,43.5,2016-06-10 03:44:34
Battery,2,43.9,2016-12-13 08:02:34
USB,3,56.6,2017-02-22 00:58:18
CPU,1,84.2,2016-04-30 12:43:03
Battery,1,67.5,2016-05-05 12:09:51
CPU,6,41.7,2016-09-04 02:42:18
GPU,17,55.5,2016-03-14 02:31:24
USB,19,89.9,2016-05-15 22:51:52
USB,19,53.5,2017-01-21 13:19:17
Monitor,3,82.3,2016-11-22 15:26:33
CPU,3,72.4,2016-09-26 20:26:30
GPU,7,47.5,2017-01-23 15:57:26
GPU,2,48.9,2016-03-18 17:41:48
GPU,18,51.5,2016-10-05 00:29:12
CPU,15,51.3,2017-01-21 03:42:04
Monitor,8,62.0,2016-12-04 04:02:23
Battery,16,91.1,2016-06-13 13:25:36
CPU,14,96.5,2016-08-19 14:20:19
Battery,5,51.0,2016-10-24 20:52:19
GPU,5,77.0,2016-03-08 06:56:01
CPU,20,41.1,2017-01-16 14:01:01
Monitor,7,56.3,2016-03-27 15:20:39
USB,13,60.6,2016-09-14 10:03:49
USB,3,48.7,2016-09-16 14:41:49
Battery,16,86.7,2016-08-28 07:31:51
Monitor,2,53.8,2016-09-01 01:34:36
GPU,18,94.1,2016-12-24 10:29:51
CPU,11,50.3,2016-12-03 04:12:04
GPU,5,47.1,2016-09-24 10:07:46
GPU,2,48.2,2017-02-05 05:57:13
USB,17,60.3,2016-04-26 12:13:51
Monitor,20,70.9,2016-06-02 18:35:43
USB,17,83.5,2017-03-15 00:39:27
CPU,10,55.0,2016-09-25 11:19:28
GPU,11,54.7,2017-01-10 16:17:21
Battery,2,96.4,2016-06-14 18:27:07
CPU,2,58.5,2016-11-04 03:44:38
Battery,1,84.6,2017-01-20 02:39:19
Battery,10,83.2,2016-10-08 23:56:32
GPU,9,92.9,2016-06-23 07:53:14
USB,6,58.6,2016-08-30 01:03:05
Monitor,3,59.2,2017-02-10 08:26:35
GPU,15,42.5,2016-08-08 06:37:31
CPU,6,88.9,2016-11-25 03:13:55
Battery,12,51.8,2016-07-19 13:45:02
CPU,5,64.4,2016-08-26 07:12:53
CPU,13,43.7,2017-03-04 19:07:43
Battery,19,58.7,2016-03-27 16:31:11
USB,11,73.6,2017-03-12 04:52:06
Battery,5,60.7,2017-01-17 10:27:34
CPU,14,98.1,2016-06-20 18:00:45
GPU,13,65.7,2016-09-30 15:52:09
Battery,11,67.7,2016-09-08 05:22:37
GPU,2,57.9,2016-03-20 22:28:51
USB,10,70.7,2016-11-06 01:44:16
GPU,3,94.9,2016-04-28 18:33:11
GPU,10,71.1,2016-08-23 17:04:10
Monitor,14,97.3,2016-11-09 11:39:43
USB,14,65.3,2016-03-21 16:21:28
USB,16,76.3,2016-04-28 21:49:02
GPU,4,86.7,2016-07-16 00:55:03
USB,12,77.9,2016-09-30 14:27:02
Monitor,2,93.7,2017-02-21 14:36:34
GPU,9,92.3,2017-02-05 03:23:45
GPU,14,83.6,2016-06-26 11:05:38
Monitor,16,87.1,2016-11-30 07:14:43
CPU,9,99.8,2016-08-16 03:17:41
CPU,16,70.9,2016-04-25 00:11:32
GPU,1,77.0,2016-06-23 23:09:38
GPU,16,79.4,2016-05-17 01:13:03
GPU,6,44.1,2016-12-16 21:27:51
USB,20,75.0,2017-02-14 00:51:11
GPU,2,45.6,2016-11-07 00:39:41
CPU,17,61.4,2016-09-24 09:12:38
USB,20,44.0,2016-04-08 21:47:00
GPU,6,68.6,2016-12-19 23:55:13
Battery,20,95.0,2016-05-20 09:21:10
USB,3,98.9,2016-03-27 21:15:23
Monitor,11,76.4,2016-03-25 08:18:03
Battery,18,59.3,2017-01-14 03:16:28
GPU,20,67.5,2016-12-28 16:44:10
GPU,14,77.9,2016-03-08 13:07:07
GPU,15,88.1,2016-07-07 19:27:49
CPU,2,45.6,2016-06-06 02:21:42
CPU,18,71.2,2017-02-26 10:43:22
USB,9,58.0,2016-11-17 14:42:43
Monitor,6,97.7,2017-01-15 02:46:00
USB,1,68.8,2016-06-07 18:16:15
Battery,12,95.1,2016-11-22 15:30:36
Monitor,14,96.5,2017-01-06 10:07:03
CPU,14,98.3,2016-03-11 19:12:24
CPU,16,61.0,2016-08-16 21:36:22
Monitor,11,58.3,2016-08-09 01:25:22
CPU,16,89.7,2016-09-16 07:34:38
USB,18,99.5,2016-12-30 13:08:29
Battery,7,79.7,2017-01-30 07:45:59
Battery,12,51.5,2016-09-23 15:20:45
Monitor,5,59.6,2016-12-22 11:43:37
Battery,12,48.5,2017-03-14 19:36:51
GPU,15,54.2,2017-01-14 15:42:03
CPU,1,40.8,2016-09-29 20:33:18
Battery,13,86.9,2016-12-23 11:11:35
Battery,18,45.0,2017-02-02 21:44:30
Monitor,5,48.8,2016-09-01 04:36:57
Monitor,16,79.9,2016-05-07 19:21:18
USB,7,88.0,2016-10-07 21:25:25
USB,3,73.2,2016-03-04 15:30:42
Monitor,10,82.8,2016-04-18 11:36:10
CPU,9,46.2,2016-10-14 01:45:35
Monitor,9,95.5,2016-04-13 04:50:36
CPU,2,42.5,2016-11-27 13:13:06
CPU,3,77.1,2016-04-25 00:23:28
CPU,14,89.7,2016-10-04 22:21:50
Monitor,7,58.9,2016-09-06 16:04:51
Battery,7,76.7,2016-09-11 21:25:52
GPU,19,66.4,2016-08-15 00:11:49
Battery,9,74.2,2016-04-02 09:53:01
USB,3,59.5,2016-06-11 11:20:03
Battery,5,81.3,2017-03-08 19:33:35
GPU,16,88.2,2016-11-14 04:56:15
CPU,8,77.8,2016-06-08 09:36:40
Monitor,16,85.7,2017-01-25 00:34:34
USB,15,81.2,2017-01-06 05:23:59
Battery,14,59.9,2016-12-13 00:30:05
Monitor,11,83.1,2016-03-03 22:46:23
GPU,19,83.0,2016-07-15 14:57:35
CPU,6,48.8,2016-08-13 21:13:01
Monitor,19,57.0,2016-08-18 14:49:23
GPU,13,84.3,2016-05-27 19:52:23
Monitor,6,44.8,2017-02-09 23:33:35
CPU,3,79.7,2016-04-24 05:57:41
USB,10,46.9,2016-05-24 11:02:38
CPU,10,72.2,2016-09-18 23:17:12
USB,7,90.2,2016-05-27 05:33:00
GPU,8,84.8,2017-01-26 05:49:34
Monitor,18,54.5,2017-02-21 11:19:47
Monitor,12,64.4,2016-10-30 22:55:48
GPU,4,82.1,2017-03-10 01:22:46
Monitor,6,92.2,2016-10-22 08:15:45
CPU,3,52.4,2017-02-13 05:14:43
Monitor,5,43.6,2016-06-09 01:47:37
GPU,1,77.0,2016-06-11 16:29:57
Monitor,3,42.9,2016-03-02 19:45:41
Monitor,3,49.6,2016-09-20 22:25:39
Battery,3,79.2,2016-05-12 19:42:10
Battery,19,48.1,2016-06-02 15:37:54
Monitor,10,99.3,2017-03-10 09:51:39
CPU,3,75.0,2016-09-20 12:06:42
Battery,4,50.0,2016-12-25 07:27:31
USB,12,87.3,2016-05-28 04:59:47
Battery,17,88.7,2016-11-08 06:37:05
USB,10,74.6,2016-05-04 21:55:05
USB,17,57.8,2016-03-14 18:41:14
CPU,18,82.8,2017-02-14 07:39:38
GPU,2,55.1,2016-03-30 02:52:05
GPU,5,52.4,2016-09-24 14:21:06
CPU,14,72.5,2016-04-19 07:41:10
Monitor,17,54.8,2016-06-13 21:30:15
Monitor,15,92.2,2016-07-16 05:02:50
CPU,7,40.5,2016-05-21 08:33:31
Battery,17,52.0,2016-07-08 10:23:10
Battery,4,65.1,2017-03-04 15:01:14
Monitor,2,83.9,2016-05-02 00:44:15
USB,17,74.8,2016-12-25 20:55:55
Monitor,13,66.8,2016-06-16 17:24:31
Battery,18,80.2,2016-03-07 04:44:21
Battery,20,46.4,2016-08-06 14:50:20
USB,14,67.2,2016-08-12 03:36:31
